entity_id,email,full_name,gender,birth_year,age_group,occupation,province,nationality,loyalty_tier,group_id,website_id,store_id,created_at,updated_at,is_active
1343,customer1343@example.com,Đặng Yến,Nữ,1966,50-59,Giám đốc,TP HCM,Việt Nam,Diamond,2,1,2,2015-11-18,2024-09-09,1
1344,customer1344@example.com,Phạm Ngọc,Nữ,1967,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,2,1,8,2020-07-23,2024-07-13,1
1345,customer1345@example.com,Trần Linh,Nữ,1984,40-49,Luật sư,TP HCM,Expat,Gold,3,1,5,2021-08-24,2023-02-20,1
1346,customer1346@example.com,Phan Minh,Nam,1997,25-29,Bác sĩ,Bình Dương,Việt Nam,Silver,1,1,7,2018-02-02,2023-10-19,1
1347,customer1347@example.com,Phạm Anh,Nam,1988,30-39,Kiến trúc sư,Hải Phòng,Việt Nam,Gold,2,1,8,2023-04-23,2024-05-26,1
1348,customer1348@example.com,Trần Minh,Nam,1971,50-59,Bác sĩ,TP HCM,Expat,Diamond,2,1,2,2022-01-17,2023-07-18,1
1349,customer1349@example.com,Đỗ Yến,Nữ,1970,50-59,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Platinum,4,1,4,2019-10-11,2023-08-26,1
1350,customer1350@example.com,Bùi Tuấn,Nam,1967,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Gold,4,1,1,2020-07-11,2024-12-20,1
1351,customer1351@example.com,Hồ Hoa,Nữ,1985,30-39,Người nổi tiếng,TP HCM,Việt Nam,Platinum,4,1,4,2019-07-18,2024-06-14,1
1352,customer1352@example.com,Phan Việt,Nam,1960,60+,Doanh nhân,TP HCM,Việt Nam,Platinum,2,1,3,2017-07-06,2024-10-06,1
1353,customer1353@example.com,Vũ Anh,Nam,1965,50-59,Chuyên gia tài chính,Hà Nội,Việt Nam,Diamond,1,1,5,2019-07-17,2024-08-06,1
1354,customer1354@example.com,Hồ Việt,Nam,1993,30-39,Bác sĩ,Hà Nội,Việt Nam,Silver,4,1,8,2023-06-20,2024-08-31,1
1355,customer1355@example.com,Vũ Phương,Nữ,1975,40-49,Kiến trúc sư,Hải Phòng,Expat,Diamond,2,1,1,2018-09-17,2023-02-04,1
1356,customer1356@example.com,Vũ Khánh,Nam,1994,30-39,Kiến trúc sư,TP HCM,Việt Nam,Silver,3,1,10,2020-09-28,2024-07-20,1
1357,customer1357@example.com,Phan Bình,Nam,1978,40-49,Người nổi tiếng,Khánh Hòa,Việt Nam,Silver,4,1,2,2019-01-02,2023-07-03,1
1358,customer1358@example.com,Vũ Thu,Nữ,1988,30-39,Luật sư,TP HCM,Expat,Silver,4,1,5,2019-04-08,2023-03-21,1
1359,customer1359@example.com,Đặng Trung,Nam,1989,30-39,Người nổi tiếng,TP HCM,Việt Nam,Gold,4,1,9,2020-07-29,2023-06-07,1
1360,customer1360@example.com,Bùi Trung,Nam,1980,40-49,Luật sư,TP HCM,Việt Nam,Platinum,3,1,9,2015-01-03,2024-02-13,1
1361,customer1361@example.com,Nguyễn Khánh,Nam,1983,40-49,Kiến trúc sư,Bình Dương,Việt Nam,Platinum,4,1,7,2023-02-28,2024-09-26,1
1362,customer1362@example.com,Nguyễn Lan,Nữ,1996,25-29,Giám đốc,Hà Nội,Expat,Silver,3,1,6,2018-01-04,2023-09-15,1
1363,customer1363@example.com,Đỗ Hằng,Nữ,1989,30-39,Luật sư,Hà Nội,Việt Nam,Gold,2,1,4,2022-02-09,2023-05-17,1
1364,customer1364@example.com,Phạm Hà,Nữ,1985,30-39,Luật sư,TP HCM,Expat,Gold,1,1,6,2019-07-17,2023-06-18,1
1365,customer1365@example.com,Bùi Ngọc,Nữ,1971,50-59,Chuyên gia tài chính,Đà Nẵng,Expat,Silver,3,1,7,2016-11-17,2024-08-12,1
1366,customer1366@example.com,Phan Thành,Nam,1974,50-59,Chuyên gia tài chính,Hà Nội,Expat,Diamond,1,1,9,2022-12-20,2024-02-05,1
1367,customer1367@example.com,Bùi Long,Nam,1991,30-39,Nhà đầu tư,Khánh Hòa,Việt Nam,Silver,3,1,8,2022-08-17,2023-10-22,1
1368,customer1368@example.com,Phạm Long,Nam,1960,60+,Giám đốc,Bình Dương,Expat,Platinum,1,1,2,2020-05-25,2024-09-05,1
1369,customer1369@example.com,Bùi Khánh,Nam,1972,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,3,1,4,2019-06-04,2023-11-11,1
1370,customer1370@example.com,Trần Nga,Nữ,1989,30-39,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,2,1,7,2020-05-03,2024-06-21,1
1371,customer1371@example.com,Phan Lan,Nữ,1988,30-39,Doanh nhân,Khánh Hòa,Việt Nam,Platinum,1,1,5,2015-12-23,2023-02-06,1
1372,customer1372@example.com,Vũ Trung,Nam,1989,30-39,Giám đốc,TP HCM,Việt Nam,Gold,2,1,8,2015-01-28,2023-10-06,1
1373,customer1373@example.com,Bùi Thành,Nam,1992,30-39,Chuyên gia tài chính,TP HCM,Expat,Diamond,4,1,7,2015-08-28,2023-11-29,1
1374,customer1374@example.com,Bùi Thu,Nữ,1988,30-39,Kiến trúc sư,Hà Nội,Việt Nam,Gold,3,1,9,2018-10-13,2024-11-16,1
1375,customer1375@example.com,Vũ Nga,Nữ,1997,25-29,Chuyên gia tài chính,Hải Phòng,Việt Nam,Silver,2,1,5,2021-11-21,2023-05-02,1
1376,customer1376@example.com,Nguyễn Mai,Nữ,1981,40-49,Doanh nhân,Bình Dương,Việt Nam,Platinum,3,1,4,2021-07-29,2024-10-24,1
1377,customer1377@example.com,Lê Anh,Nam,1975,40-49,Giám đốc,Hải Phòng,Expat,Silver,1,1,6,2018-10-24,2024-05-07,0
1378,customer1378@example.com,Bùi Khánh,Nam,1987,30-39,Bác sĩ,TP HCM,Việt Nam,Silver,4,1,7,2021-07-30,2024-09-26,1
1379,customer1379@example.com,Đặng Hà,Nữ,1969,50-59,Luật sư,TP HCM,Expat,Platinum,3,1,7,2016-09-05,2023-01-07,1
1380,customer1380@example.com,Hoàng Đức,Nam,1983,40-49,Giám đốc,TP HCM,Việt Nam,Silver,1,1,3,2017-02-18,2023-03-06,1
1381,customer1381@example.com,Hồ Long,Nam,1960,60+,Giám đốc,Hà Nội,Việt Nam,Diamond,2,1,7,2017-12-10,2024-05-16,1
1382,customer1382@example.com,Nguyễn Yến,Nữ,1982,40-49,Bác sĩ,Đà Nẵng,Việt Nam,Platinum,4,1,3,2017-01-10,2023-12-25,1
1383,customer1383@example.com,Ngô Nga,Nữ,1976,40-49,Kiến trúc sư,TP HCM,Việt Nam,Platinum,1,1,6,2016-08-06,2024-09-25,1
1384,customer1384@example.com,Hồ Yến,Nữ,1984,40-49,Luật sư,Đà Nẵng,Việt Nam,Gold,2,1,8,2016-05-10,2024-10-22,1
1385,customer1385@example.com,Hồ Đức,Nam,1989,30-39,Luật sư,TP HCM,Việt Nam,Silver,2,1,1,2018-08-27,2023-07-06,1
1386,customer1386@example.com,Lê Hùng,Nam,1986,30-39,Nhà đầu tư,Hải Phòng,Việt Nam,Gold,3,1,4,2021-03-15,2024-07-17,1
1387,customer1387@example.com,Hồ Hải,Nam,1980,40-49,Luật sư,Hải Phòng,Expat,Gold,3,1,9,2018-06-15,2023-10-01,1
1388,customer1388@example.com,Ngô Trang,Nữ,1989,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Silver,1,1,10,2018-09-24,2023-09-25,1
1389,customer1389@example.com,Lê Thu,Nữ,1967,50-59,Người nổi tiếng,Hà Nội,Việt Nam,Gold,2,1,1,2018-09-18,2023-09-10,1
1390,customer1390@example.com,Đặng Trang,Nữ,1993,30-39,Giám đốc,Hà Nội,Việt Nam,Platinum,2,1,10,2021-04-05,2024-06-15,1
1391,customer1391@example.com,Dương Anh,Nam,1961,60+,Giám đốc,Hà Nội,Việt Nam,Platinum,1,1,9,2017-02-10,2023-06-27,0
1392,customer1392@example.com,Dương Thành,Nam,1976,40-49,Người nổi tiếng,TP HCM,Expat,Diamond,4,1,6,2022-09-01,2023-08-04,1
1393,customer1393@example.com,Phan Mai,Nữ,1992,30-39,Luật sư,TP HCM,Việt Nam,Silver,1,1,4,2015-03-13,2023-10-12,1
1394,customer1394@example.com,Hồ Hùng,Nam,1984,40-49,Chuyên gia tài chính,Hà Nội,Việt Nam,Platinum,2,1,4,2023-03-01,2024-08-07,1
1395,customer1395@example.com,Dương Tuấn,Nam,1961,60+,Bác sĩ,Đà Nẵng,Việt Nam,Gold,3,1,1,2016-01-14,2023-11-07,1
1396,customer1396@example.com,Phạm Lan,Nữ,1992,30-39,Luật sư,Đồng Nai,Việt Nam,Diamond,1,1,4,2022-09-14,2024-08-30,1
1397,customer1397@example.com,Vũ Minh,Nam,1969,50-59,Bác sĩ,Đà Nẵng,Việt Nam,Silver,4,1,7,2020-03-26,2024-11-07,1
1398,customer1398@example.com,Dương Khánh,Nam,1998,25-29,Giám đốc,Hà Nội,Việt Nam,Silver,2,1,1,2016-05-10,2024-09-24,1
1399,customer1399@example.com,Ngô Nga,Nữ,1968,50-59,Người nổi tiếng,Khánh Hòa,Việt Nam,Gold,2,1,1,2018-04-17,2024-08-08,1
1400,customer1400@example.com,Phạm Yến,Nữ,1981,40-49,Doanh nhân,TP HCM,Việt Nam,Diamond,3,1,9,2016-02-29,2023-06-03,1
1401,customer1401@example.com,Trần Hoa,Nữ,1971,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Gold,2,1,6,2015-02-05,2024-08-13,1
1402,customer1402@example.com,Đỗ Long,Nam,1969,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Gold,3,1,6,2023-02-03,2024-01-25,1
1403,customer1403@example.com,Dương Đức,Nam,1960,60+,Chuyên gia tài chính,Hà Nội,Việt Nam,Gold,1,1,2,2017-07-26,2024-04-09,1
1404,customer1404@example.com,Vũ Nga,Nữ,1972,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Platinum,2,1,4,2015-04-21,2023-09-23,1
1405,customer1405@example.com,Lê Bình,Nam,1961,60+,Doanh nhân,TP HCM,Việt Nam,Silver,2,1,9,2020-07-19,2023-10-12,0
1406,customer1406@example.com,Ngô Khánh,Nam,1988,30-39,Giám đốc,TP HCM,Expat,Silver,2,1,3,2016-06-02,2023-10-16,1
1407,customer1407@example.com,Phan Long,Nam,1981,40-49,Bác sĩ,Hải Phòng,Việt Nam,Gold,2,1,5,2015-05-13,2023-09-13,0
1408,customer1408@example.com,Vũ Bình,Nam,1983,40-49,Người nổi tiếng,TP HCM,Expat,Silver,1,1,6,2019-12-19,2024-08-27,1
1409,customer1409@example.com,Hoàng Hằng,Nữ,1983,40-49,Bác sĩ,Khánh Hòa,Việt Nam,Platinum,2,1,5,2020-03-06,2024-03-20,0
1410,customer1410@example.com,Nguyễn Việt,Nam,1995,25-29,Giám đốc,Hải Phòng,Việt Nam,Silver,1,1,7,2021-03-18,2023-08-24,1
1411,customer1411@example.com,Dương Hoa,Nữ,1977,40-49,Người nổi tiếng,Hà Nội,Việt Nam,Gold,1,1,6,2020-01-09,2023-04-20,1
1412,customer1412@example.com,Phan Khánh,Nam,1966,50-59,Doanh nhân,TP HCM,Việt Nam,Silver,4,1,2,2017-10-06,2023-02-25,1
1413,customer1413@example.com,Trần Minh,Nam,1981,40-49,Kiến trúc sư,TP HCM,Việt Nam,Silver,3,1,4,2019-06-29,2023-06-29,1
1414,customer1414@example.com,Nguyễn Trung,Nam,1961,60+,Nhà đầu tư,Hà Nội,Việt Nam,Gold,3,1,8,2019-10-11,2024-12-21,1
1415,customer1415@example.com,Nguyễn Linh,Nữ,1991,30-39,Giám đốc,TP HCM,Việt Nam,Diamond,2,1,10,2019-07-07,2023-06-10,1
1416,customer1416@example.com,Vũ Hằng,Nữ,1976,40-49,Nhà đầu tư,Hải Phòng,Việt Nam,Gold,2,1,3,2022-11-05,2024-05-01,0
1417,customer1417@example.com,Vũ Quang,Nam,1977,40-49,Nhà đầu tư,Hà Nội,Expat,Gold,1,1,2,2016-04-22,2023-02-21,1
1418,customer1418@example.com,Trần Thảo,Nữ,1989,30-39,Doanh nhân,Hà Nội,Việt Nam,Gold,1,1,10,2023-06-29,2024-12-17,1
1419,customer1419@example.com,Nguyễn Nga,Nữ,1996,25-29,Luật sư,TP HCM,Việt Nam,Silver,2,1,1,2017-11-12,2024-09-17,1
1420,customer1420@example.com,Hoàng Anh,Nam,1997,25-29,Người nổi tiếng,Đồng Nai,Việt Nam,Gold,4,1,4,2022-04-08,2023-03-08,1
1421,customer1421@example.com,Vũ Hằng,Nữ,1967,50-59,Kiến trúc sư,Hà Nội,Expat,Diamond,2,1,4,2020-06-09,2023-10-21,1
1422,customer1422@example.com,Đỗ Thảo,Nữ,1990,30-39,Luật sư,Hà Nội,Việt Nam,Silver,2,1,4,2023-04-07,2024-12-06,1
1423,customer1423@example.com,Đỗ Hoa,Nữ,1997,25-29,Người nổi tiếng,Hải Phòng,Việt Nam,Platinum,3,1,3,2019-10-31,2024-11-07,1
1424,customer1424@example.com,Nguyễn Thành,Nam,1989,30-39,Người nổi tiếng,Hải Phòng,Việt Nam,Silver,1,1,7,2015-08-13,2023-06-12,1
1425,customer1425@example.com,Trần Thành,Nam,1976,40-49,Giám đốc,Hà Nội,Việt Nam,Platinum,4,1,3,2016-04-03,2023-03-27,1
1426,customer1426@example.com,Bùi Anh,Nam,1994,30-39,Kiến trúc sư,Đồng Nai,Việt Nam,Platinum,1,1,9,2019-06-23,2023-09-24,1
1427,customer1427@example.com,Dương Hùng,Nam,1970,50-59,Người nổi tiếng,Khánh Hòa,Expat,Gold,2,1,10,2019-12-09,2024-06-03,1
1428,customer1428@example.com,Lê Minh,Nam,1994,30-39,Doanh nhân,Hà Nội,Việt Nam,Gold,4,1,2,2017-01-06,2023-07-13,1
1429,customer1429@example.com,Đỗ Quang,Nam,1979,40-49,Giám đốc,Đà Nẵng,Việt Nam,Diamond,4,1,10,2018-01-12,2023-06-19,1
1430,customer1430@example.com,Bùi Mai,Nữ,1995,25-29,Người nổi tiếng,Đà Nẵng,Việt Nam,Diamond,4,1,1,2017-12-30,2023-02-14,1
1431,customer1431@example.com,Hoàng Việt,Nam,1967,50-59,Giám đốc,Hải Phòng,Việt Nam,Gold,1,1,8,2021-03-10,2024-10-19,1
1432,customer1432@example.com,Hồ Ngọc,Nữ,1978,40-49,Luật sư,TP HCM,Việt Nam,Silver,4,1,10,2022-05-21,2024-11-17,1
1433,customer1433@example.com,Hồ Minh,Nam,1978,40-49,Nhà đầu tư,Đà Nẵng,Việt Nam,Gold,4,1,9,2017-10-15,2023-09-29,1
1434,customer1434@example.com,Hoàng Thu,Nữ,1961,60+,Kiến trúc sư,Hà Nội,Việt Nam,Silver,3,1,2,2019-04-30,2023-05-26,1
1435,customer1435@example.com,Dương Linh,Nữ,1997,25-29,Nhà đầu tư,Hà Nội,Việt Nam,Silver,2,1,5,2020-12-29,2024-02-14,1
1436,customer1436@example.com,Vũ Tuấn,Nam,1962,60+,Kiến trúc sư,TP HCM,Việt Nam,Diamond,4,1,10,2021-06-16,2023-03-11,1
1437,customer1437@example.com,Hoàng Hùng,Nam,1965,50-59,Luật sư,Quảng Ninh,Việt Nam,Diamond,2,1,6,2022-06-01,2024-09-06,1
1438,customer1438@example.com,Ngô Quang,Nam,1973,50-59,Giám đốc,Hà Nội,Việt Nam,Gold,1,1,6,2017-02-03,2023-09-12,0
1439,customer1439@example.com,Bùi Yến,Nữ,1980,40-49,Giám đốc,TP HCM,Việt Nam,Platinum,2,1,6,2018-02-14,2023-11-06,1
1440,customer1440@example.com,Đỗ Hoa,Nữ,1967,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Silver,3,1,5,2015-04-26,2024-08-03,1
1441,customer1441@example.com,Dương Khánh,Nam,1990,30-39,Người nổi tiếng,Đồng Nai,Expat,Silver,2,1,5,2021-09-01,2024-07-05,1
1442,customer1442@example.com,Bùi Khánh,Nam,1994,30-39,Doanh nhân,Bình Dương,Việt Nam,Gold,1,1,5,2015-11-23,2024-03-29,1
1443,customer1443@example.com,Phan Trung,Nam,1974,50-59,Bác sĩ,Đồng Nai,Việt Nam,Diamond,4,1,10,2022-06-09,2024-07-05,1
1444,customer1444@example.com,Vũ Khánh,Nam,1997,25-29,Người nổi tiếng,Hà Nội,Việt Nam,Gold,1,1,6,2018-10-25,2024-08-25,1
1445,customer1445@example.com,Trần Hoa,Nữ,1963,60+,Bác sĩ,Đà Nẵng,Việt Nam,Silver,4,1,6,2017-10-06,2024-12-14,1
1446,customer1446@example.com,Trần Hùng,Nam,1982,40-49,Người nổi tiếng,Hà Nội,Việt Nam,Silver,4,1,4,2019-09-22,2023-11-18,1
1447,customer1447@example.com,Bùi Trung,Nam,1966,50-59,Kiến trúc sư,TP HCM,Việt Nam,Gold,1,1,1,2015-04-12,2024-08-31,1
1448,customer1448@example.com,Hoàng Yến,Nữ,1968,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Gold,4,1,5,2023-04-22,2024-07-24,1
1449,customer1449@example.com,Vũ Lan,Nữ,1991,30-39,Chuyên gia tài chính,Hải Phòng,Việt Nam,Silver,3,1,6,2019-10-02,2024-01-08,1
1450,customer1450@example.com,Bùi Lan,Nữ,1981,40-49,Người nổi tiếng,Hải Phòng,Việt Nam,Silver,2,1,4,2020-09-05,2024-09-15,0
1451,customer1451@example.com,Dương Hải,Nam,1975,40-49,Kiến trúc sư,Hải Phòng,Expat,Platinum,2,1,7,2018-10-10,2024-12-18,1
1452,customer1452@example.com,Hồ Hải,Nam,1985,30-39,Chuyên gia tài chính,Hà Nội,Việt Nam,Platinum,4,1,3,2017-02-03,2023-05-02,1
1453,customer1453@example.com,Dương Ngọc,Nữ,1971,50-59,Người nổi tiếng,TP HCM,Expat,Platinum,4,1,5,2019-07-02,2023-05-18,1
1454,customer1454@example.com,Nguyễn Hùng,Nam,1984,40-49,Giám đốc,Hà Nội,Việt Nam,Silver,3,1,9,2017-10-25,2024-06-30,1
1455,customer1455@example.com,Nguyễn Ngọc,Nữ,1963,60+,Doanh nhân,Hà Nội,Việt Nam,Diamond,4,1,8,2021-04-07,2023-05-11,1
1456,customer1456@example.com,Đỗ Trung,Nam,1971,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,3,1,8,2016-07-06,2024-02-23,1
1457,customer1457@example.com,Trần Tuấn,Nam,1987,30-39,Giám đốc,Đồng Nai,Việt Nam,Gold,2,1,8,2018-11-02,2023-08-22,1
1458,customer1458@example.com,Nguyễn Thu,Nữ,1994,30-39,Chuyên gia tài chính,Quảng Ninh,Việt Nam,Gold,3,1,9,2016-12-17,2023-11-14,1
1459,customer1459@example.com,Phan Long,Nam,1992,30-39,Chuyên gia tài chính,Hải Phòng,Expat,Silver,1,1,7,2017-11-08,2023-11-09,1
1460,customer1460@example.com,Phan Trang,Nữ,1989,30-39,Bác sĩ,Bình Dương,Việt Nam,Silver,2,1,4,2016-09-23,2024-12-31,1
1461,customer1461@example.com,Đỗ Ngọc,Nữ,1994,30-39,Người nổi tiếng,TP HCM,Việt Nam,Platinum,1,1,8,2019-12-01,2024-02-12,1
1462,customer1462@example.com,Hồ Anh,Nam,1978,40-49,Bác sĩ,TP HCM,Việt Nam,Platinum,4,1,3,2015-10-26,2024-05-01,1
1463,customer1463@example.com,Nguyễn Việt,Nam,1994,30-39,Giám đốc,TP HCM,Việt Nam,Silver,1,1,5,2018-09-09,2024-10-12,1
1464,customer1464@example.com,Dương Linh,Nữ,1998,25-29,Chuyên gia tài chính,Đà Nẵng,Việt Nam,Silver,2,1,6,2017-07-29,2023-11-09,0
1465,customer1465@example.com,Trần Khánh,Nam,1992,30-39,Nhà đầu tư,TP HCM,Việt Nam,Gold,1,1,7,2018-11-15,2023-06-26,1
1466,customer1466@example.com,Hoàng Thảo,Nữ,1983,40-49,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,3,1,2,2020-04-30,2024-09-09,1
1467,customer1467@example.com,Trần Lan,Nữ,1995,25-29,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,4,1,9,2020-09-30,2024-11-07,1
1468,customer1468@example.com,Đỗ Hằng,Nữ,1996,25-29,Bác sĩ,Bình Dương,Việt Nam,Gold,3,1,6,2020-05-25,2024-08-15,1
1469,customer1469@example.com,Hoàng Hà,Nữ,1966,50-59,Người nổi tiếng,TP HCM,Việt Nam,Silver,1,1,10,2021-01-22,2024-01-26,1
1470,customer1470@example.com,Lê Đức,Nam,1977,40-49,Luật sư,TP HCM,Việt Nam,Silver,1,1,3,2016-04-06,2024-10-23,1
1471,customer1471@example.com,Vũ Hà,Nữ,1961,60+,Bác sĩ,Khánh Hòa,Việt Nam,Diamond,1,1,10,2021-03-31,2023-08-06,1
1472,customer1472@example.com,Trần Minh,Nam,1962,60+,Bác sĩ,Hà Nội,Expat,Silver,4,1,8,2019-11-13,2024-01-24,1
1473,customer1473@example.com,Hồ Trung,Nam,1992,30-39,Người nổi tiếng,Đà Nẵng,Việt Nam,Gold,3,1,4,2019-03-07,2024-01-28,1
1474,customer1474@example.com,Ngô Linh,Nữ,1963,60+,Kiến trúc sư,Đồng Nai,Việt Nam,Gold,1,1,10,2020-09-21,2023-02-18,1
1475,customer1475@example.com,Dương Ngọc,Nữ,1986,30-39,Bác sĩ,Hà Nội,Việt Nam,Platinum,3,1,2,2015-05-23,2023-01-04,1
1476,customer1476@example.com,Dương Quang,Nam,1989,30-39,Bác sĩ,Hà Nội,Việt Nam,Silver,3,1,10,2019-04-03,2024-03-24,1
1477,customer1477@example.com,Ngô Lan,Nữ,1961,60+,Nhà đầu tư,TP HCM,Expat,Gold,3,1,2,2015-10-30,2023-01-14,1
1478,customer1478@example.com,Hoàng Hà,Nữ,1983,40-49,Giám đốc,Đà Nẵng,Việt Nam,Diamond,2,1,5,2015-01-07,2024-04-02,1
1479,customer1479@example.com,Đỗ Trung,Nam,1985,30-39,Kiến trúc sư,Đà Nẵng,Việt Nam,Gold,1,1,6,2021-04-19,2023-07-19,1
1480,customer1480@example.com,Bùi Tuấn,Nam,1978,40-49,Nhà đầu tư,TP HCM,Việt Nam,Gold,2,1,7,2021-10-21,2024-04-15,1
1481,customer1481@example.com,Vũ Thành,Nam,1994,30-39,Giám đốc,TP HCM,Expat,Platinum,4,1,10,2015-10-25,2024-01-08,0
1482,customer1482@example.com,Phan Thu,Nữ,1971,50-59,Giám đốc,TP HCM,Expat,Silver,2,1,3,2015-04-02,2023-03-31,1
1483,customer1483@example.com,Hồ Yến,Nữ,1989,30-39,Bác sĩ,TP HCM,Việt Nam,Silver,1,1,10,2019-02-18,2023-05-23,1
1484,customer1484@example.com,Phan Yến,Nữ,1983,40-49,Chuyên gia tài chính,Quảng Ninh,Việt Nam,Gold,3,1,2,2022-07-11,2023-05-22,1
1485,customer1485@example.com,Lê Ngọc,Nữ,1998,25-29,Giám đốc,Hà Nội,Việt Nam,Platinum,2,1,5,2016-01-12,2024-09-15,1
1486,customer1486@example.com,Vũ Thảo,Nữ,1968,50-59,Bác sĩ,Hà Nội,Việt Nam,Gold,1,1,8,2015-08-07,2024-12-25,1
1487,customer1487@example.com,Hoàng Mai,Nữ,1983,40-49,Giám đốc,Hải Phòng,Việt Nam,Silver,4,1,1,2018-07-30,2024-03-21,1
1488,customer1488@example.com,Đỗ Tuấn,Nam,1960,60+,Bác sĩ,Bình Dương,Việt Nam,Platinum,1,1,1,2015-09-17,2024-10-09,1
1489,customer1489@example.com,Hoàng Lan,Nữ,1986,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Silver,4,1,3,2020-08-22,2023-06-16,1
1490,customer1490@example.com,Nguyễn Lan,Nữ,1977,40-49,Giám đốc,TP HCM,Việt Nam,Diamond,2,1,3,2022-09-22,2023-09-26,1
1491,customer1491@example.com,Lê Quang,Nam,1965,50-59,Giám đốc,TP HCM,Expat,Diamond,3,1,1,2020-05-26,2023-03-09,0
1492,customer1492@example.com,Hồ Trang,Nữ,1995,25-29,Doanh nhân,Hà Nội,Việt Nam,Diamond,2,1,8,2016-03-23,2024-11-03,1
1493,customer1493@example.com,Trần Khánh,Nam,1987,30-39,Doanh nhân,Đà Nẵng,Việt Nam,Platinum,4,1,1,2021-05-21,2023-05-20,1
1494,customer1494@example.com,Trần Việt,Nam,1989,30-39,Nhà đầu tư,TP HCM,Việt Nam,Silver,4,1,5,2022-11-09,2024-10-31,1
1495,customer1495@example.com,Ngô Nga,Nữ,1995,25-29,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,4,1,7,2021-08-26,2024-07-22,1
1496,customer1496@example.com,Lê Phương,Nữ,1982,40-49,Kiến trúc sư,Hà Nội,Việt Nam,Silver,1,1,10,2023-02-01,2024-06-11,1
1497,customer1497@example.com,Dương Thảo,Nữ,1972,50-59,Giám đốc,Hà Nội,Việt Nam,Platinum,1,1,5,2018-09-23,2023-02-16,1
1498,customer1498@example.com,Hồ Mai,Nữ,1974,50-59,Giám đốc,TP HCM,Việt Nam,Diamond,3,1,8,2017-11-14,2024-06-20,1
1499,customer1499@example.com,Lê Quang,Nam,1981,40-49,Doanh nhân,TP HCM,Việt Nam,Gold,1,1,7,2020-01-09,2023-07-18,1
1500,customer1500@example.com,Hoàng Thành,Nam,1976,40-49,Luật sư,TP HCM,Expat,Silver,2,1,7,2022-01-27,2023-11-02,1
1501,customer1501@example.com,Nguyễn Hải,Nam,1994,30-39,Chuyên gia tài chính,Hà Nội,Việt Nam,Diamond,1,1,7,2019-01-14,2024-04-04,1
1502,customer1502@example.com,Phan Hằng,Nữ,1965,50-59,Bác sĩ,Hà Nội,Việt Nam,Platinum,1,1,9,2018-09-27,2023-11-29,1
1503,customer1503@example.com,Ngô Lan,Nữ,1979,40-49,Giám đốc,Bình Dương,Việt Nam,Silver,1,1,8,2020-09-09,2024-02-02,1
1504,customer1504@example.com,Phan Việt,Nam,1969,50-59,Kiến trúc sư,Đà Nẵng,Việt Nam,Gold,2,1,3,2022-02-09,2023-01-25,1
1505,customer1505@example.com,Phan Hà,Nữ,1974,50-59,Kiến trúc sư,TP HCM,Việt Nam,Silver,1,1,2,2022-06-24,2023-05-19,1
1506,customer1506@example.com,Phan Hà,Nữ,1996,25-29,Doanh nhân,Hà Nội,Expat,Platinum,1,1,2,2018-08-01,2023-04-24,1
1507,customer1507@example.com,Dương Anh,Nam,1982,40-49,Kiến trúc sư,TP HCM,Expat,Silver,4,1,5,2015-06-29,2024-05-19,1
1508,customer1508@example.com,Lê Thu,Nữ,1972,50-59,Doanh nhân,Khánh Hòa,Việt Nam,Gold,3,1,1,2017-08-02,2024-11-13,1
1509,customer1509@example.com,Nguyễn Quang,Nam,1963,60+,Kiến trúc sư,Khánh Hòa,Việt Nam,Diamond,1,1,4,2022-09-27,2024-08-15,1
1510,customer1510@example.com,Lê Lan,Nữ,1982,40-49,Luật sư,TP HCM,Việt Nam,Platinum,3,1,2,2015-10-22,2024-07-09,1
1511,customer1511@example.com,Hồ Hải,Nam,1974,50-59,Bác sĩ,Khánh Hòa,Việt Nam,Platinum,2,1,6,2022-09-10,2024-08-03,1
1512,customer1512@example.com,Vũ Hùng,Nam,1983,40-49,Doanh nhân,Hà Nội,Expat,Gold,1,1,1,2019-06-18,2024-08-07,1
1513,customer1513@example.com,Bùi Quang,Nam,1964,60+,Người nổi tiếng,TP HCM,Việt Nam,Platinum,2,1,8,2020-08-13,2023-10-01,1
1514,customer1514@example.com,Hồ Đức,Nam,1973,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Diamond,2,1,1,2015-01-12,2024-02-07,1
1515,customer1515@example.com,Phan Nga,Nữ,1970,50-59,Doanh nhân,Hà Nội,Việt Nam,Platinum,1,1,8,2017-05-20,2024-01-24,1
